label,text
1,Swedish digital health startup Kry  which offers a telehealth service (and software tools) to connect clinicians with patients for remote consultations  last raised just before the pandemic hit in Western Europe  netting a €140M Series C in January 2020.
1,Accel also participated in the round as well as angel investors Kristian Ranta  the founder and CEO of Meru Health  and Johannes Schildt  the cofounder and CEO of Kry.
1,Telehealth platform: Swedish digital health startup Kry has raised a hearty €262 million  or about $316 million  in its latest funding round.
1,Stockholm’s Kry picks up $317M for telehealth
1,Stockholm-based telehealth provider Kry raised 262 million euros ($317 million) in a Series D funding round led by CPP Investments and Fidelity Management & Research.
1,Was a real pleasure catching up with Johannes right after Kry’s €262 million Series D round.
1,French startup ManoMano is raising another mega round of funding.
1,This time  ManoMano is raising $139 million (€125 million)  with Temasek leading the round.
1,At the time  ManoMano raised $125 million (€110 million).
1,Overall  ManoMano has raised $344 million (€310 million) over the past six years.
1,Dirac Research has rasied $17.73 million in funding to create software audio solutions that will create the “future of sound.”
1,Swedish startup Dirac Research  whose tools and hardware purportedly “improve” the audio quality of sound recordings for listeners  has raised $17.73 million in fundraising.
1,According to Dirac CEO Peter Friedrichsen  this new round of fundraising brings the company’s total valuation to just under $142.2 million.
1,DIG Investment previously invested in Dirac during its $6 million round of fundraising.
1,Dirac  the audio expert company  has announced the completion of new direct share issue raising $17.73-million USD (150 MSEK) from TIN Fonder and DIG Investment.
1,Beginning a new era in its global quest to enable superior sound experiences across all content and devices  Swedish sound pioneer Dirac has announced the completion of a direct share equity issue that raised $17.73-million USD (150 MSEK) from new investor TIN Fonder and current investor DIG Investment.
1,Uppsala-based digital audio optimiser Dirac has raised $17.7 million in a direct share issue to new investor TIN Fonder and existing investor DIG Investment.
1,French startup Zenaton raised $2.35 million from Accel and Point Nine Capital  with the Slack Fund  Kima Ventures  Julien Lemoine and Francis Nappez also participating.
1,Zenaton  a cloud-based developer tool startup that makes building workflows easy  today announced a €2 million seed investment led by Accel and Point Nine Capital  with participation from the Slack Fund  Kima Ventures  and business angels including Julien Lemoine  CTO and co-founder of Algolia  and Francis Nappez  CTO and co-founder of BlaBlaCar.
1,Faith plays an important role in Savannah Guthrie's life  and over the years  the TODAY co-anchor developed a list of some Bible verses that really speak to her.
1,Dogger Bank Wind Farm Project Director  Steve Wilson  said: “This tier one contract with the Sif Group and Smulders is the final one to be confirmed by Dogger Bank Wind Farm for the first two phases  and marks a significant milestone for the project.
1,The project partners are now working together with monopile producers EEW Special Pipe Constructions  the Sif Group  and the welding consumables and power source manufacturer Lincoln Electric to further optimize the steel of the heavy plate for the welding processes used in constructing offshore wind turbines.
1,Ohpen already counts more than 20 top financial institutions as a customer and its hoped with the acquisition of Davinci and being able to offer a more rounded product  Ohpen can expand internationally.
1,In 2011  Robeco  with Boeren as its COO  became Ohpen’s first client.
1,Boeren was instrumental in Ohpen’s initial success; working with Ohpen to coordinate the Dutch Central Bank’s approval of the use of AWS for storing financial data  and AWS’s approval for the Dutch Central Bank’s right to audit-both of which had never been done before.
1,The resulting technology was 2 years in the making  he says  with an MVP in April 2010 and Ohpen’s first live client signed in 2012 “[It] took a couple of years to actually program the engine.
1,Kiwa has clients in manufacturing and process industries  (business) services  public and private utilities  governments and international institutions.
1,SAN FRANCISCO--(BUSINESS WIRE)--LiveRamp®  an Acxiom® company (NASDAQ: ACXM)  today announced it is expanding the availability of LiveRamp’s AbiliTec® offline identity resolution platform to its martech ecosystem partners.
1,ParkBee optimises occupancy rates in parking locations through data and smart technology for reservations  dynamic pricing and direct integration in large parking and mobility platforms of  amongst others  Parkmobile  Yellowbrick and ANWB.
1,To that end  the list of private property companies ParkBee is already working with include JLL  BT and local councils in the U.K.
1,Among the first merchants benefitting from Adyen's acquiring offering are Foodics  Fabergé and HMSHost International.
1,With offices across the world  Adyen serves customers including Facebook  Uber  Spotify  Casper  Bonobos and L'Oréal.
1,Germany-based foodora  which offers meals from more than 9 000 restaurants in six countries  already works with Adyen in several other markets.
1,Adyen landed its first big global customer Groupon in 2009.
1,Sabre Airline Solutions said using Adyen boosted conversion rates in Mexico 8%.
1,Adyen’s aggressive year of client and technology additions has been capped off by adding McDonald’s to its network  bringing in a merchant with a huge appetite for streamlined app-driven transactions.
1,Launched in 1993  Netherlands-based Redwood Software serves thousands of global enterprise customers  including Coca-Cola  GM  Halliburton  Grainger  Wells Fargo  UBS  Mercedes-Benz  Airbus  Siemens  and Heineken.
1,EVBox Group will supply Kingspan with just over 60 AC and DC charging stations to help the building materials manufacturer convert its corporate fleet to electric vehicles.
1,Founded by Dutch entrepreneurs almost 10 years ago  Roamler has established its leadership in retail  serving clients including Unilever  P&G and Red Bull  through a community of mobile users who earn money performing tasks in stores.
1,Despite the unprecedented global economic impact of Covid-19  Shippeo has more than doubled its subscription revenues year on year  while successfully increasing its customer base in 2020 with major industrial brands and fourth-party logistics providers such as Kuehne+Nagel  Total  Hager or Krone.
1,The acquisition will see Shippeo welcome some major customers in retail into its community  including Casino  Monoprix  E.Leclerc  Système-U (U Log) as well as manufacturing customers including Panzani and transport companies including STEF.
1,Many of Europe’s leading logistics providers are also choosing Shippeo’s visibility platform  including Serbian Milsped Group  Dutch Ewals Cargo Care and Redspher.
1,Salesmanago offers all-in-one  next-generation marketing automation software used by teams in more than 10 000 companies of all sizes.
1,SwipeGuide’s enterprise SaaS solution gives customers like Heineken  ABB  and Chivas Brothers Pernod Ricard the tools to meet the demands of Industry 4.0.
1,Manomano is looking for UK brands  retailers and distributors across DIY  Home and Garden categories.
1,ManoMano only works with sellers that can meet their quality  reliability and delivery service standards.
1,MoonX is engineered by an expert team with a combined 200+ years’ experience and has an institutional client base on the likes of TPICAP and CME
1,MoonX offers security consulting services to Exchanges  Wallets  Integrators and Co-location participants.
1,It has also developed new sales channels  working directly with semiconductor and middleware companies — like NXP  Analog Devices (ADI)  and CRI Middleware — to integrate Dirac audio directly into chipsets and platforms.
1,Dirac’s digital audio solutions are used by brands such as Bentley  Rolls Royce  BMW  Volvo  Huawei  OPPO  Xiaomi  Motorola  Harman  Klipsch  RHA  and more.
1,Over the past year  Dirac has signed OEM deals with brands such as Onkyo  Pioneer  Philips  Hyundai  Volvo  Polestar  BYD  Klipsch  and ASUS.
1,The firm counts Rolls Royce  BMW  Onkyo  Pioneer  Kilpsch  and ASUS amongst its client base  and has stuck deals with semiconductor and middleware companies including NXP  Analog Devices (ADI)  and CRI Middleware to have Dirac audio directly integrated into chipsets and platforms.
1,Zenaton is already working with a big client and handles millions of workflow instances for them.
1,While the product is currently in closed beta  early users are describing the software as “magic” and reporting that using Zenaton’s technology has reduced the time spent on workflow coding by as much as 80%.
0,The Residential Care Center said Sensire is taking measures to prevent further spread of the virus.
0,To avoid setbacks  Ris contacted Imerso and started to scan the jobsite nearly every week.
0,Helpling recommends shaking off your jacket before you step inside and taking off your shoes at the door.
0,Jscrambler has undertaken a significant R&D push to help companies address client-side security threats such as code tampering   reverse-engineering  and web skimming .
0,Lenders’ applicants will benefit from bank-grade security and retain full control over their personal data  according to Yolt  while the YTS Cashflow Analyser eliminates the risk of fraud in the transfer of financially sensitive data.
0,That’s why the team at Helpling  a marketplace where people can connect with cleaners  have put together some cleaning tips to help you keep your home as pollen-free as possible.
0,Working as Company Secretary and Personnel Manager for H&H Group  Margret Irving has recently signed up to support the Riding for the Disabled Association.
0,Read our new blog post to learn more!https://t.co/jDioYv9L5Y — SALESmanago (@SALESmanago) July 18  2018
0,Markets are always forward-looking in nature.
0,We motivate each other to get the best out of ParkBee and ourselves!
0,After being let go by the University of Washington  Bolton said motivation played a key role in his success at Mizzou.
0,“This is a logical next step for us ” added Karel Bastiaanssen  Iperion's other co-founder.
0,Clients: Redwood Software; Turn/River Capital ;
0,So  based on the above formula  the ROE for Heijmans is:
0,demolishes the old Selmers Furniture building in Aberdeen next to the Pourhouse  which was also taken down.
0,Car Rentals  which is located in the Delta hotel in downtown Charlottetown.
0,This launch aligns perfectly with Jamendo's momentum.
0,‘Teacher bias’ is also mitigated because DigiExam ensures that tests can remain anonymous for the person doing the grading.
0,And I hope someday Selmers rides her fuckin' train
0,Scraba will oversee legal support for Signify’s home and community services segment.
0,An impressive addition to their much-loved Amsterdam concept  Zoku Copenhagen represents the beginning of exciting times for this adventurous cowork-live brand.
0,Truecaller: How to delete/ deactivate your account in Truecaller
0,As in Italy  for advertising reasons  the company will use the name Housefy and not Housfy.
0,Integrating into one of the globe’s largest consultancies will help Iperion make “a greater contribution to the accelerated approval of new or improved medicines as well as the provision of high-quality information to patients and the healthcare sector ” said Frits Stulp  co-founder of Iperion.
0,Development and growth opportunities: next to the growth of ParkBee and potential expansions  you’ll have the possibility to grow to a senior position and build a performance team.
0,Is Heijmans fairly valued compared to other companies?
0,Both ChargePoint and EVBox have more established and diversified networks.
0,Founded in 1993  Redwood Software aims to automate and organise business processes across hybrid IT environments.
0,Some 95% of operations at KLG Europe have been conducted within the EU  meaning that prior to the end of the Brexit transition period on 1 January 2021  customs declarations have not been necessary.
0,Pat Charlton  CEO of Alltech Coppens  told this publication before that the program was open to any type of entrant.
0,With the growth capital  Roamler Care in the Netherlands will be further optimized.
0,Fugro is listed on Euronext Amsterdam.
0,Exceptionally  among the high and not-so-high flying fintech unicorns none of Adyen’s investors have special rights.
0,Meanwhile  the ParkBee business model is straightforward.
0,Some relative unknowns are grabbing significant numbers of customers  such as SalesManago out of Poland  which we featured in a recent overview of up-and-coming marketing automation systems
0,up to 14 Fastned chargers (10 initially)  rated at up to 300 kW
0,About the author Pedro Fortuna is the CTO at Jscrambler.
0,Housfy says it sells flats in an average of just 60 days  at market price.
0,Of course  it’s Nick Bolton  who made an appearance on the Kansas City radio airwaves Wednesday afternoon.
0,The European Toner and Inkjet Remanufacturers Association (ETIRA) has welcomed the EU’s new GPP policy  after more than two years of lobbying
0,The future of the two Deltics is now secure  following their sale by Martin Walker to join the growing fleet of diesel locomotives under the ownership of Locomotive Diesels Ltd  a subsidiary company of Jeremy Hosking’s Locomotive Services Ltd (LSL).
0,Michiel Langezaal  CEO of Fastned  commented on the new announcement:
0,The Seedrs page for Etergo is still live and indicates that the scooter was supposed to go into production by Q2 2018.
0,In the first fixture of the day (June 9) at Kiel T10 league  PSV Hann Munden will square off against VFB Fallersleben.
0,For example  JavaScript Protection company  JScrambler offers:
0,It was particularly bad timing for Blacklane  considering that in the lead up to the pandemic  it looked to be on course to turn a profit on its focused model.
0,When formulating a ration on net energy  Alltech Coppens says it takes into account these differences in the utilization of digestible energy in the formulation software.
0,But that business nearly evaporated when the coronavirus halted air travel  and Blacklane was forced to pivot:
0,Fastned CEO Michel Langsall says that “hundreds of these sites” are still in demand in the UK and that the company wants to enter and remain in talks with landowners and partners.
0,Last month  he was allowed to hand over a bunch of flowers to an employee who has been with Xeltis for 5 years.
0,Further details about Jscrambler’s behavior-based Magecart mitigation technology can be found in this info sheet .
0,OZ Architecture is excited to see the multi-family  mixed-use project come to life.
0,This article was provided by JScrambler.
0,Truecaller India MD Rishit Jhunjhunwala said the company is committed to extending help to those who are on the frontlines and to communities.
0,Many of them have held onto their shares since 2017  hoping to get their hands on the swanky App Scooters promised by Etergo.
0,We are convinced she will effectively lead our team in London and realise our intended expansion in the UK together with the great team that has already proven ParkBee is in an excellent position to create substantial value for real estate owners and consumers.
0,Helpling  a platform for cleaners  and courier service Stuart both scored one out of 10  followed by cab service Uber  food delivery spinoff Uber Eats and odd-jobs app TaskRabbit  each with two points.
0,The new Shippeo mobile application features include:
0,According to the press release  there will be a MapMyIndia banner inside the Truecaller app  which will contain information about COVID-19-related healthcare facilities.
0,Shippeo has built a leading  real-time visibility solution in Europe  serving a market that is one of the fastest-growing sub-sectors of the supply-chain software market.
0,— Tijl Vuyk  Redwood Software CEO and Founder
0,Let's take a closer look to see what the different types of shareholders can tell us about Heijmans.
0,Adyen also stands out in having a clean valuation.
0,For more information  please visit https://jscrambler.com .
0,If you decide to trade Heijmans  use the lowest-cost* platform that is rated #1 Overall by Barron’s  . Trade stocks  options  futures  forex  bonds and funds on 135 markets  all from a single integrated account.
0,Pharmacy Times interviewed Catherine​ Duggan  FRPharmS  honorary professor and chief executive officer of International Pharmaceutical Federation (FIP)  on the role and the authorities of the pharmacist internationally compared with those currently present for pharmacists in the United States.
0,Waterland Private Equity was advised by Deloitte (FDD  Tax)  Pinsent Masons (Legals) and Clearwater International (Debt Advisory).
0,Fastned is getting ready to install charging stations in Oxford.
0,ETIRA  the European Toner and Inkjet Remanufacturers Association  has welcomed new criteria introduced by the EU to reduce the environmental footprint of printers and cartridges purchased through public tenders.
0,However  Bevcorp won't own the new building.
0,For Ohpen  this means continuing to deliver on its mission of freeing financial institutions from legacy systems and processes.
0,Truecaller: How to edit or remove tags in Truecaller
0,Adyen’s developers work proactively with demanding high-growth merchants  rolling out software updates every 4 weeks.
0,Byggstyrning has chosen Imerso’s software to capture the work status and check it automatically against the building plans.
0,WS: At SwipeGuide the office is a place that is available to the teams as they see fit.
0,PSV vs VFB: Dream11 fantasy tips and prediction.
0,PRESS RELEASE FROM NEDAP GANNI powers omnichannel fulfillment with Nedap Posted May 18  2021
0,As a Participating Organization  Jscrambler adds its voice to the standards development process and will collaborate with a growing community of more than 800 Participating Organizations to improve payment security worldwide.
0,Shippeo makes the forecasts based on its real-time visibility platform  which calculates the estimated time of arrival of a delivery from over 200 data sources - up to 24 hours in advance and with an accuracy of up to 95 percent.
0,Demolition began Tuesday on the Selmers building in downtown Aberdeen  after the adjacent Pourhouse structure was taken down Monday.
0,Blacklane has taken the opportunity to cater to travelers’ emerging needs ” said Dr. Jens Wohltorf  CEO and co-founder of Blacklane  in a statement.
0,Business developments from 3D Hubs  ABCorp  and Oerlikon
0,Both the Ocean Decade and Seabed 2030 align with Fugro’s vision to create a safe and liveable world and are part of the company’s global sustainability programme.
0,Listen to our new content and moderate it for Jamendo Music (www.jamendo.com) and Jamendo Licensing (licensing.jamendo.com) : rate the music  qualify it by genres/subgenres.
0,Congratulations  Dutch Umbrella Company is happy to guide you.
0,The experts at Helpling also recommend changing your bedding at least twice a week.
0,Eye doctors at the Leiden University Medical Center (LUMC) have now managed to replace the lenses in both her eyes.
0,Learning Assessment Award – DigiExam (DigiExam  USA)
0,The complimentary report is available at shippeo.com.
0,What Does The Institutional Ownership Tell Us About Heijmans?
0,To expand our digital footprint in order to find new revenue opportunities for ParkBee.
0,Read more: Yolt CEO – We need to build trust  then we can look at making money
0,Now open on Copenhagen's Amager Island  Zoku creates a new hub for travelers and locals to meet  collaborate and connect over a cup of coffee.
0,For further information about ETIRA and its work  visit www.etira.org
0,The new building also will have room for expansion  as it has a footprint of 105 000 square feet  compared with Bevcorp's current operation  which has a total of 62 000 square feet.
0,Bruno Chabas  CEO of SBM Offshore  commented:
0,Let's take a look at Fastned's fast charging results for the Honda e and compare it with other small EVs.
0,Sif Group has completed the first two of the 140 monopiles to be manufactured for Vattenfall’s 1.5 GW Hollandse Kust Zuid 1-4 wind farm.
0,George Mentjox   Kiwa Corporate Communication  [email protected]   phone +31 6 5331 5701.
0,Roamler surveyed Roamler mobile app users across the whole of Europe.
0,In her new role  she will also have oversight of privacy function for Signify.
0,The infected residents are experiencing mild symptoms and are currently isolating in their rooms  said Arend Pleysier  a spokesperson for Sensire  the company which operates the home.
