"label","text"
1,Kiwa is investing in PVEL's growth as a new member of the Kiwa Group.
1,"Jenya Meydbray  CEO of PVEL  commented  ""We are thrilled to join the Kiwa Group and establish a physical presence for PVEL in the European market and beyond."
1,The addition of AbiliTec to LiveRamp’s IdentityLinkTM portfolio strengthens the world’s largest neutral and open omnichannel identity graph by ensuring all players in the ecosystem can create exceptional experiences for their customers.
1,With the incorporation of AbiliTec into IdentityLink  companies that are building in-demand products that connect different data sets  like customer data platforms (CDP)  master data management platforms and enterprise data warehouses  can offload identity resolution to a trusted  proven partner.
1,The acquisition of Werkspot.nl by HomeAdvisor brings a strong backing to the already well-positioned company in the Netherlands.”
1,Potentially the biggest SPAC news today is that the TPG Pace Beneficial (TPGY) / EVBox merger may be falling apart.
1,Based on the valuation initially presented when the merger was announced  EVBox would have a market capitalization of about $1.4 billion at the current share price.
1,Trax is expanding its global crowd network and capabilities through recent acquisitions such as Survey.com in North America and LenzTech in China  as well as alliances with Snooper in Australia and New Zealand and now Roamler in Europe.
1,Amsterdam-based Roamler  a company that provides businesses with B2B crowdsourced solutions  has acquired Datlinq – a Netherlands-based data company that specialises in food service and food retail data.
1,It all started with Ola’s acquisition of the Amsterdam-based EV startup Etergo BV  which had to undergo a fire sale or face bankruptcy.
1,But after raising around €21 Mn ($24.8 Mn) in equity financing from more than 6 000 individual investors (most of them were carried away by the e-scooter craze)  the company got sold to Ola Electric for €3.75 Mn ($4.44 Mn) valuation  according to internal emails and multiple Etergo investors who spoke to Inc42.
1,The latter clearly states that the shareholders who purchased equity in Etergo via the STAK structure are minority shareholders.
1,It is OLA who paid the STAK and other shareholders the purchase price of €0 .0179986 per share ” reads another email sent to one of the investors who purchased shares in Etergo through crowdfunding.
1,SINGAPORE: Mercurius Capital Investment said its legal counsels in Malaysia have started the drafting and preparations of the necessary legal documentation for the proposed acquisition of 10 grocery businesses in Malaysia  Bloomberg reported.
1,SINGAPORE (April 9): Catalist-listed Mercurius Capital Investment's share price has jumped 20% following its announcement on April 9 that it has entered into a legally binding term sheet with seven individuals to acquire 10 grocery businesses in Malaysia for S$36 million.
1,Under the term sheet  Mercurius will acquire the entire issued and paid-up share capital of a special purpose vehicle to be incorporated in Malaysia  under which the grocery businesses will be consolidated and owned.
1,Last October  Shippeo acquired the French company oPhone  bringing major customers in the retail and manufacturing sectors into its community.
1,PARIS--(BUSINESS WIRE)--Shippeo  the European leader in Real-Time Transportation Visibility solutions  has acquired oPhone  a Real-Time Transportation Visibility specialist headquartered in Lyon  France.
1,As part of the acquisition  oPhone’s team will join Shippeo  with the Lyon-based office becoming Shippeo’s eighth in Europe.
1,The acquisition will see Shippeo welcome some major customers in retail into its community  including Casino  Monoprix  E.Leclerc  Système-U (U Log) as well as manufacturing customers including Panzani and transport companies including STEF.
1,“We are thrilled to announce this acquisition and welcome the oPhone team and customers within the Shippeo community ” said Pierre Khoury  Shippeo’s CEO.
1,After taking a majority stake in Havn  the Jaguar-hatched electric car service in London  in February  Blacklane said that it will be using this latest round of funding to continue expanding sustainable travel initiatives  and to continue expanding its existing business with more flexible options for riding.
1,In addition to that  Blacklane took a majority stake in Havn  an electric-based car service hatched by Jaguar  for an undisclosed sum  to spearhead a move into more sustainable travel options alongside the fleet of Teslas already operated by Blacklane.
1,(Reuters) - German chauffeur service Blacklane has acquired a majority stake in Jaguar Land Rover-backed Havn  a premium all-electric cab service in London  for an undisclosed sum to speed up the electrification of its private hire fleet.
1,With this deal  Berlin-based Blacklane  which operates in more than 300 cities in 50 countries  will add Havn’s all-electric Jaguar I-PACE performance SUVs to its global fleet.
1,Early this year  Protolabs  a global technology-enabled online manufacturing leader  acquired Hubs (then 3D Hubs).
1,Protolabs now anticipates the acquisition of 3D Hubs will accelerate its revenue growth rate and be marginally dilutive to non-GAAP earnings per share in 2021.
1,“The acquisition of 3D Hubs is part of the continued evolution of Protolabs as the digital manufacturing leader  serving more and more of our customers’ needs ” said Vicki Holt  Protolabs’ Chief Executive Officer.
1,Xeltis is a merged company with formally two headquarters  in Eindhoven and Zurich  but in practice  almost the entire operational management is concentrated in Eindhoven.
1,Accel  for example  which became an investor in Helpling when it merged with the U.K.’s Hassle  is notably missing in action.
0,— Tijl Vuyk  Redwood Software CEO and Founder
0,ETIRA  the European Toner and Inkjet Remanufacturers Association  has welcomed new criteria introduced by the EU to reduce the environmental footprint of printers and cartridges purchased through public tenders.
0,We are convinced she will effectively lead our team in London and realise our intended expansion in the UK together with the great team that has already proven ParkBee is in an excellent position to create substantial value for real estate owners and consumers.
0,PRESS RELEASE FROM NEDAP GANNI powers omnichannel fulfillment with Nedap Posted May 18  2021
0,Demolition began Tuesday on the Selmers building in downtown Aberdeen  after the adjacent Pourhouse structure was taken down Monday.
0,Truecaller: How to delete/ deactivate your account in Truecaller
0,If you’d like to check out some of what JScrambler offers  check out www.jscrambler.com to sign up for a free trial!
0,Fastned CEO Michel Langsall says that “hundreds of these sites” are still in demand in the UK and that the company wants to enter and remain in talks with landowners and partners.
0,The infected residents are experiencing mild symptoms and are currently isolating in their rooms  said Arend Pleysier  a spokesperson for Sensire  the company which operates the home.
0,What Does The Institutional Ownership Tell Us About Heijmans?
0,This move gives Ohpen the freedom to innovate with clients  whilst continuing to provide high-quality implementation services.
0,The experts at Helpling also recommend changing your bedding at least twice a week.
0,PSV vs VFB: Dream11 fantasy tips and prediction.
0,And this is exactly what Amsterdam-based Fastned provides – a fast-charging network for electric vehicles.
0,It was particularly bad timing for Blacklane  considering that in the lead up to the pandemic  it looked to be on course to turn a profit on its focused model.
0,Shippeo makes the forecasts based on its real-time visibility platform  which calculates the estimated time of arrival of a delivery from over 200 data sources - up to 24 hours in advance and with an accuracy of up to 95 percent.
0,This launch aligns perfectly with Jamendo's momentum.
0,Fastned is getting ready to install charging stations in Oxford.
0,Car Rentals  which is located in the Delta hotel in downtown Charlottetown.
0,Christiaan Rijnhout of Roamler is very enthusiastic about the response to the Berry Monitor.
0,Housfy’s Founder & CEO – Albert Bosch – How to prepare a Series A funding round
0,Fugro is listed on Euronext Amsterdam.
0,Of course  it’s Nick Bolton  who made an appearance on the Kansas City radio airwaves Wednesday afternoon.
0,Pat Charlton  CEO of Alltech Coppens  told this publication before that the program was open to any type of entrant.
0,up to 14 Fastned chargers (10 initially)  rated at up to 300 kW
0,Jscrambler will also have the opportunity to recommend new initiatives for consideration to the PCI Security Standards Council and share cross-sector experiences and best practices at the annual PCI Community Meetings.
0,This article was provided by JScrambler.
0,We believe in personal development and in the cooperation of our teams: that's how we make ParkBee a success.
0,After being let go by the University of Washington  Bolton said motivation played a key role in his success at Mizzou.
0,For more information  please visit https://jscrambler.com .
0,Now open on Copenhagen's Amager Island  Zoku creates a new hub for travelers and locals to meet  collaborate and connect over a cup of coffee.
0,Working as Company Secretary and Personnel Manager for H&H Group  Margret Irving has recently signed up to support the Riding for the Disabled Association.
0,Both ChargePoint and EVBox have more established and diversified networks.
0,Housfy says it sells flats in an average of just 60 days  at market price.
0,Online agencies like Housfy tend to benefit from these trends  as they offer low or no-contact services to buyers  sellers and renters.
0,Is Heijmans Efficiently Re-investing Its Profits?
0,The site will get up to a 10 MW power supply from renewable sources (part of that will be Fastned's solar canopy) and an energy storage system.
0,To find out more about Helpling  visit their website or get in touch by email.
